index,duration,content,startOfParagraph,startTime,ID
1046,2943,Perhaps one of the answers to the challenges,False,746133,1832
1047,2853,"that are facing the U.S. healthcare system,",False,749076,1832
1048,2426,"particularly in the end-of-life care,",False,751929,1832
1049,3030,"is as simple as a shift in perspective,",False,754355,1832
1050,2017,and the shift in perspective in this case,False,757385,1832
1051,5628,would be to look at the social life of every death.,False,759402,1832
1052,3485,It might help us recognize that the way we limit,False,765030,1832
1053,1676,our conversation about death,False,768515,1832
1054,3035,to something that's medical or biological,False,770191,1832
1055,3823,is reflective of a larger culture that we all share,False,773226,1832
1056,5650,"of avoiding death, being afraid of talking about it.",False,777049,1832
1057,4440,If we could entertain and value,False,782699,1832
1058,3123,"other kinds of knowledge about life,",False,787139,1832
1059,3674,"including other definitions of death,",False,790262,1832
1060,2202,it has the potential to change the discussions,False,793936,1832
1061,3747,that we have about the end of life.,False,796138,1832
1062,4093,"It could change the way that we die,",False,799885,1832
1063,2012,"but more importantly,",False,803978,1832
1064,7102,it could transform the way that we live.,False,805990,1832
1143,5000,"So, I kind of believe that we're in like the cave-painting era of computer interfaces.",True,0,131
1144,4000,"Like, they're very kind of , they don't go as deep or as emotionally engaging as they possibly could be",False,5000,131
1145,2000,and I'd like to change all that.,False,9000,131
1146,3000,Hit me.,False,11000,131
1147,3000,"OK. So I mean, this is the kind of status quo interface, right.",False,14000,131
1148,2000,"It's very flat, kind of rigid.",False,17000,131
1149,4000,"And OK, so you could sex it up and like go to a much more lickable Mac,",False,19000,131
1150,4000,"you know, but really it's the kind of same old crap we've had for the last,",False,23000,131
1151,2000,"you know, 30 years.",False,27000,131
1153,3000,Like I think we really put up with a lot of crap with our computers.,False,32000,131
1154,5000,"I mean it's point and click, it's like the menus, icons, it's all the kind of same thing.",False,35000,131
1155,4000,And so one kind of information space that I take inspiration from is my real desk.,True,40000,131
1156,4000,"It's so much more subtle, so much more visceral",False,44000,131
1157,2000,", you know, what's visible, what's not.",False,48000,131
1158,3000,And I'd like to bring that experience to the desktop.,False,50000,131
1159,4000,"So I kind of have a , this is BumpTop.",False,53000,131
1160,3000,It's kind of like a new approach to desktop computing.,False,57000,131
1161,7000,"So you can bump things , they're all physically, you know, manipulable and stuff.",False,60000,131
1162,3000,"And instead of that point and click, it's like a push and pull,",False,67000,131
1163,4000,"things collide as you'd expect them. Just like on my real desk,",False,70000,131
1164,3000,"I can , let me just grab these guys , I can turn things into piles",False,74000,131
1165,6000,instead of just the folders that we have.,False,77000,131
1166,4000,"And once things are in a pile I can browse them by throwing them into a grid,",False,83000,131
1167,3000,"or you know, flip through them like a book",False,87000,131
1168,5000,or I can lay them out like a deck of cards.,False,90000,131
1169,5000,"When they're laid out, I can pull things to new locations or delete things",False,95000,131
1170,5000,"or just quickly sort a whole pile, you know, just immediately, right.",False,100000,131
1171,5000,"And then, it's all smoothly animated, instead of these jarring changes you see in today's interfaces.",False,105000,131
1172,2000,"Also, if I want to add something to a pile, well, how do I do that.",True,110000,131
1173,6000,"I just toss it to the pile, and it's added right to the top. It's a kind of nice way.",False,112000,131
1174,2000,"Also some of the stuff we can do is,",False,118000,131
1175,2000,"for these individual icons we thought , I mean,",False,120000,131
1176,3000,"how can we play with the idea of an icon, and push that further.",False,122000,131
1177,3000,And one of the things I can do is make it bigger,False,125000,131
1178,2000,if I want to emphasize it and make it more important.,False,128000,131
1179,4000,"But what's really cool is that since there's a physics simulation running under this,",True,130000,131
1180,5000,it's actually heavier. So the lighter stuff doesn't really move,False,134000,131
1181,4000,"but if I throw it at the lighter guys, right.",False,139000,131
1183,5000,"So it's cute, but it's also like a subtle channel of conveying information, right.",False,146000,131
1184,3000,This is heavy so it feels more important. So it's kind of cool.,False,151000,131
1185,3000,"Despite computers everywhere paper really hasn't disappeared,",True,154000,131
1186,2000,"because it has a lot of, I think, valuable properties.",False,157000,131
1187,3000,And some of those we wanted to transfer to the icons in our system.,False,159000,131
1188,4000,"So one of the things you can do to our icons, just like paper, is crease them and fold them,",False,162000,131
1189,4000,"just like paper. Remember, you know, something for later.",False,166000,131
1190,3000,"Or if you want to be destructive, you can just crumple it up",False,170000,131
1191,3000,"and, you know, toss it to the corner.",False,173000,131
1192,3000,"Also just like paper, around our workspace",False,176000,131
1193,2000,"we'll pin things up to the wall to remember them later,",False,179000,131
1194,3000,"and I can do the same thing here,",False,181000,131
1195,3000,"and you know, you'll see post-it notes and things like that around people's offices.",False,184000,131
1196,2000,And I can pull them off when I want to work with them.,False,187000,131
1197,5000,"So, one of the criticisms of this kind of approach to organization is that,",True,189000,131
1198,4000,"you know, Okay, well my real desk is really messy. I don't want that mess on my computer.",False,194000,131
1199,3000,"So one thing we have for that is like a grid align,",False,198000,131
1200,4000,"kind of , so you get that more traditional desktop. Things are kind of grid aligned.",False,201000,131
1201,3000,"More boring, but you still have that kind of colliding and bumping.",False,205000,131
1202,7000,And you can still do fun things like make shelves on your desktop.,False,208000,131
1203,3000,"Let's just break this shelf. Okay, that shelf broke.",True,215000,131
1204,5000,"I think beyond the icons, I think another really cool domain for this software ,",False,218000,131
1205,6000,"I think it applies to more than just icons and your desktop , but browsing photographs.",False,223000,131
1206,3000,I think you can really enrich the way we browse our photographs,False,229000,131
1207,5000,"and bring it to that kind of shoebox of, you know, photos with your family on the kitchen table kind of thing.",False,232000,131
1208,3000,"I can toss these things around. They're so much more tangible and touchable ,",False,237000,131
1209,3000,and you know I can double-click on something to take a look at it.,False,240000,131
1210,2000,And I can do all that kind of same stuff I showed you before.,False,243000,131
1211,3000,"So I can pile things up, I can flip through it, I can, you know ,",False,245000,131
1212,6000,"okay, let's move this photo to the back, let's delete this guy here,",False,248000,131
1213,4000,and I think it's just a much more rich kind of way of interacting with your information.,False,254000,131
1214,4000,And that's BumpTop. Thanks.,True,258000,131
1215,3656,Chris Anderson. Perhaps we could start by just telling us about your country.,True,760,2379
1216,3856,It's three dots there on the globe. Those dots are pretty huge.,False,4440,2379
1217,2656,I think each one is about the size of California.,False,8320,2379
1218,1856,Tell us about Kiribati.,False,11000,2379
1219,4496,"Anote Tong. Well, let me first begin by saying how deeply grateful I am",True,12880,2379
1220,4136,for this opportunity to share my story with people who do care.,False,17400,2379
1221,5576,I think I've been sharing my story with a lot of people who don't care too much.,False,21560,2379
1222,3856,But Kiribati is comprised of three groups of islands.,False,27160,2379
1223,2816,"the Gilbert Group on the west,",False,31040,2379
1224,3336,"we have the Phoenix Islands in the middle,",False,33880,2379
1225,4416,and the Line Islands in the east.,False,37240,2379
1226,3096,"And quite frankly, Kiribati is perhaps the only country",False,41680,2379
1227,2341,"that is actually in the four corners of the world,",False,44800,2379
1228,3299,"because we are in the Northern Hemisphere, in the Southern Hemisphere,",False,47166,2379
1229,3055,and also in the east and the west of the International Date Line.,False,50490,2379
1230,6326,"These islands are entirely made up of coral atolls,",False,53570,2379
1231,4935,and on average about two meters above sea level.,False,59920,2379
1232,3457,And so this is what we have.,False,64879,2379
1233,4816,Usually not more than two kilometers in width.,False,68360,2379
1234,2936,"And so, on many occasions, I've been asked by people,",False,73200,2379
1235,2536,"You know, you're suffering, why don't you move back.",False,76160,2379
1236,1216,They don't understand.,False,78720,2379
1237,3696,They have no concept of what it is that's involved.,False,79960,2379
1238,3576,"With the rising sea, they say, Well, you can move back.",False,83680,2379
1239,1576,And so this is what I tell them.,False,87280,2379
1240,4336,"If we move back, we will fall off on the other side of the ocean. OK.",False,88880,2379
1241,4776,But these are the kinds of issues that people don't understand.,False,93240,2379
1242,4216,CA. So certainly this is just a picture of fragility there.,True,98040,2379
1243,2536,When was it that you yourself realized,False,102280,2379
1244,3616,that there might be impending peril for your country.,False,104840,2379
1245,3456,"AT. Well, the story of climate change has been one that has been going on",True,108480,2379
1246,1456,for quite a number of decades.,False,111960,2379
1247,4736,"And when I came into office in 2003,",False,113440,2379
1248,4256,"I began talking about climate change at the United Nations General Assembly,",False,118200,2379
1249,2736,"but not with so much passion,",False,122480,2379
1250,3616,because then there was still this controversy among the scientists,False,125240,2379
1251,5256,"whether it was human-induced, whether it was real or it wasn't.",False,128880,2379
1252,6136,But I think that that debate was fairly much concluded in 2007,False,134160,2379
1253,5576,"with the Fourth Assessment Report of the IPCC,",False,140320,2379
1254,6856,"which made a categorical statement that it is real, it's human-induced,",False,145920,2379
1255,3936,and it's predicting some very serious scenarios,False,152800,2379
1256,2536,for countries like mine.,False,156760,2379
1257,3256,And so that's when I got very serious.,False,159320,2379
1258,3976,"In the past, I talked about it.",False,162600,2379
1259,1216,We were worried.,False,166600,2379
1260,3736,"But when the scenarios, the predictions came in 2007,",False,167840,2379
1261,2336,it became a real issue for us.,False,171600,2379
1262,5616,"CA. Now, those predictions are, I think, that by 2100,",True,173960,2379
1263,2776,sea levels are forecast to rise perhaps three feet.,False,179600,2379
1264,2620,"There's scenarios where it's higher than that, for sure,",False,182400,2379
1265,2136,"but what would you say to a skeptic who said,",False,185044,2379
1266,1172,What's three feet.,False,187204,2379
1267,2176,You're on average six feet above sea level.,False,188400,2379
1268,1576,What's the problem.,False,190600,2379
1269,2056,"AT. Well, I think it's got to be understood",True,192200,2379
1270,2056,that a marginal rise in sea level,False,194280,2379
1271,2576,"would mean a loss of a lot of land,",False,196360,2379
1272,3256,because much of the land is low.,False,198960,2379
1273,5096,"And quite apart from that, we are getting the swells at the moment.",False,202240,2379
1274,2176,So it's not about getting two feet.,False,207360,2379
1275,3016,I think what many people do not understand,False,209560,2379
1276,6176,is they think climate change is something that is happening in the future.,False,212600,2379
1277,2816,"Well, we're at the very bottom end of the spectrum.",False,218800,2379
1278,1256,It's already with us.,False,221640,2379
1279,3816,We have communities who already have been dislocated.,False,222920,2379
1280,3936,"They have had to move, and every parliament session,",False,226760,2379
1281,2336,I'm getting complaints from different communities,False,230720,2379
1282,3056,"asking for assistance to build seawalls,",False,233080,2379
1283,2536,to see what we can do about the freshwater lens,False,236160,2379
1284,1816,"because it's being destroyed,",False,238720,2379
1285,2736,"and so in my trips to the different islands,",False,240560,2379
1286,2696,I'm seeing evidence of communities,False,243320,2379
1287,3616,"which are now having to cope with the loss of food crops,",False,246040,2379
1288,3576,"the contamination of the water lenses,",False,249680,2379
1289,4336,"and I see these communities perhaps leaving, having to relocate,",False,253280,2379
1290,2336,within five to 10 years.,False,257640,2379
1291,3936,"CA. And then, I think the country suffered its first cyclone,",True,260000,2379
1292,3536,"and this is connected, yes. What happened here.",False,263960,2379
1293,2696,"AT. Well, we're on the equator,",True,267520,2379
1294,4416,"and I'm sure many of you understand that when you're on the equator,",False,270240,2379
1295,3576,it's supposed to be in the doldrums. We're not supposed to get the cyclones.,False,274680,2379
1296,2810,"We create them, and then we send them either north or south.",False,278280,2379
1298,1856,But they aren't supposed to come back.,True,282520,2379
1299,2524,"But for the first time, at the beginning of this year,",False,284400,2379
1300,3668,"the Cyclone Pam, which destroyed Vanuatu,",False,286948,2379
1301,3456,"and in the process, the very edges of it actually touched",False,290640,2379
1302,2376,"our two southernmost islands,",False,294120,2379
1303,5376,and all of Tuvalu was underwater when Hurricane Pam struck.,False,296520,2379
1304,3696,"But for our two southernmost islands,",False,301920,2379
1305,3336,"we had waves come over half the island,",False,305640,2379
1306,2456,and so this has never happened before.,False,309000,2379
1307,1576,It's a new experience.,False,311480,2379
1308,5336,"And I've just come back from my own constituency,",False,313080,2379
1309,3336,"and I've seen these beautiful trees which had been there for decades,",False,318440,2379
1310,1976,they've been totally destroyed.,False,321800,2379
1311,1696,"So this is what's happening,",False,323800,2379
1312,3856,"but when we talk about the rising sea level,",False,325520,2379
1313,3096,we think it's something that happens gradually.,False,329400,2379
1314,3056,"It comes with the winds, it comes with the swells,",False,332520,2379
1315,1936,"and so they can be magnified,",False,335600,2379
1316,6176,"but what we are beginning to witness is the change in the weather pattern,",False,337560,2379
1317,2736,which is perhaps the more urgent challenge,False,343760,2379
1318,4536,that we will face sooner than perhaps the rising sea level.,False,346520,2379
1319,3256,CA. So the country is already seeing effects now.,True,351080,2379
1320,2176,"As you look forward,",False,354360,2379
1321,3936,"what are your options as a country, as a nation.",False,356560,2379
1322,2656,"AT. Well, I've been telling this story every year.",True,360520,2379
1323,1429,"I think I visit a number of ,",False,363200,2379
1324,4963,I've been traveling the world to try and get people to understand.,False,364653,2379
1325,2456,"We have a plan, we think we have a plan.",False,369640,2379
1326,3416,"And on one occasion, I think I spoke in Geneva",False,372120,2379
1327,4176,and there was a gentleman who was interviewing me,False,375560,2379
1328,1736,"on something like this,",False,379760,2379
1329,2336,"and I said, We are looking at floating islands,",False,381520,2379
1330,2216,"and he thought it was funny, but somebody said,",False,383880,2379
1331,3936,"No, this is not funny. These people are looking for solutions.",False,386120,2379
1332,3536,And so I have been looking at floating islands.,False,390080,2379
1333,3736,The Japanese are interested in building floating islands.,False,393640,2379
1334,2936,"But, as a country, we have made a commitment",True,397400,2379
1335,3696,"that no matter what happens, we will try as much as possible",False,400360,2379
1336,4176,to stay and continue to exist as a nation.,False,404080,2379
1337,1536,"What that will take,",False,408280,2379
1338,3416,"it's going to be something quite significant,",False,409840,2379
1339,2016,"very, very substantial.",False,413280,2379
1340,1776,"Either we live on floating islands,",False,415320,2379
1341,3976,or we have to build up the islands to continue to stay out of the water,False,417120,2379
1342,4736,as the sea level rises and as the storms get more severe.,False,421120,2379
1343,2429,"But even that, it's going to be very, very difficult",False,425880,2379
1344,2843,to get the kind of resourcing that we would need.,False,428333,2379
1345,3856,CA. And then the only recourse is some form of forced migration.,True,431200,2379
1346,2216,"AT. Well, we are also looking at that",True,435080,2379
1347,2896,because in the event that nothing comes forward,False,437320,2379
1348,1816,"from the international community,",False,440240,2379
1349,1256,"we are preparing,",False,442080,2379
1350,3216,we don't want to be caught like what's happening in Europe.,False,443360,2379
1351,2696,OK. We don't want to mass migrate at some point in time.,False,446600,2379
1352,3416,"We want to be able to give the people the choice today,",False,449320,2379
1353,3656,"those who choose and want to do that, to migrate.",False,452760,2379
1354,5056,We don't want something to happen that they are forced to migrate,False,456440,2379
1355,2296,without having been prepared to do so.,False,461520,2379
1356,3496,"Of course, our culture is very different, our society is very different,",False,463840,2379
1357,2336,"and once we migrate into a different environment,",False,467360,2379
1358,1216,"a different culture,",False,469720,2379
1359,2936,there's a whole lot of adjustments that are required.,False,470960,2379
1360,3256,"CA. Well, there's forced migration in your country's past,",True,473920,2379
1361,1656,"and I think just this week,",False,477200,2379
1362,3256,"just yesterday or the day before yesterday,",False,478880,2379
1363,2176,you visited these people.,False,482160,2379
1364,2176,What happened here. What's the story here.,False,484360,2379
1365,2416,"AT. Yes, and I'm sorry, I think somebody was asking",True,486560,2379
1366,2976,why we were sneaking off to visit that place.,False,489000,2379
1367,3976,"I had a very good reason, because we have a community of Kiribati people",False,492000,2379
1368,4096,"living in that part of the Solomon Islands,",False,496000,2379
1369,3856,"but these were people who were relocated from the Phoenix Islands, in fact,",False,500120,2379
1370,1456,in the 1960s.,False,504000,2379
1371,4536,"There was serious drought, and the people could not continue to live on the island,",False,505480,2379
1372,3376,and so they were moved to live here in the Solomon Islands.,False,510040,2379
1373,3176,And so yesterday it was very interesting to meet with these people.,False,513440,2379
1374,2456,They didn't know who I was. They hadn't heard of me.,False,516640,2379
1375,2576,"Some of them later recognized me,",False,519120,2379
1376,3576,but I think they were very happy.,False,521720,2379
1377,4416,Later they really wanted to have the opportunity to welcome me formally.,False,525320,2379
1378,3256,But I think what I saw yesterday was very interesting,False,529760,2379
1379,1816,because here I see our people.,False,533040,2379
1380,5816,"I spoke in our language, and of course they spoke back, they replied,",False,534880,2379
1381,4696,"but their accent, they are beginning not to be able to speak Kiribati properly.",False,540720,2379
1382,2496,"I saw them, there was this lady with red teeth.",False,545440,2379
1383,2216,"She was chewing betel nuts,",False,547960,2379
1384,2256,and it's not something we do in Kiribati.,False,550200,2379
1385,2616,We don't chew betel nuts.,False,552480,2379
1386,5856,"I met also a family who have married the local people here,",False,555120,2379
1387,4096,and so this is what is happening.,False,561000,2379
1388,3576,"As you go into another community, there are bound to be changes.",False,565120,2379
1389,4456,"There is bound to be a certain loss of identity,",False,568720,2379
1390,3456,and this is what we will be looking for in the future,False,573200,2379
1391,2256,if and when we do migrate.,False,576680,2379
1392,3176,CA. It must have been just an extraordinarily emotional day,True,578960,2379
1393,2816,"because of these questions about identity,",False,582160,2379
1394,5216,the joy of seeing you and perhaps an emphasized sense of what they had lost.,False,585000,2379
1395,3381,And it's very inspiring to hear you say you're going to fight to the end,False,590240,2379
1396,4411,to try to preserve the nation in a location.,False,593645,2379
1397,1296,AT. This is our wish.,True,598080,2379
1398,3056,"Nobody wants ever to leave their home,",False,599400,2379
1399,3056,and so it's been a very difficult decision for me.,False,602480,2379
1400,5376,"As a leader, you don't make plans to leave your island, your home,",False,605560,2379
1401,2256,"and so I've been asked on a number of occasions,",False,610960,2379
1402,1216,So how do you feel.,False,613240,2379
1403,3136,And it doesn't feel good at all.,False,614480,2379
1404,3576,"It's an emotional thing, and I've tried to live with it,",False,617640,2379
1405,4936,"and I know that on occasions, I'm accused of not trying to solve the problem",False,621240,2379
1406,1976,because I can't solve the problem.,False,626200,2379
1407,2816,It's something that's got to be done collectively.,False,628200,2379
1408,5776,"Climate change is a global phenomenon, and as I've often argued,",True,631040,2379
1409,4496,"unfortunately, the countries, when we come to the United Nations ,",False,636840,2379
1410,4896,I was in a meeting with the Pacific Island Forum countries,False,641360,2379
1411,2496,"where Australia and New Zealand are also members,",False,646280,2379
1412,1736,and we had an argument.,False,648800,2379
1413,2696,There was a bit of a story in the news,False,650560,2379
1414,4296,"because they were arguing that to cut emissions,",False,653280,2379
1415,2256,it would be something that they're unable to do,False,657600,2379
1416,3216,because it would affect the industries.,False,659880,2379
1417,1456,"And so here I was saying,",False,663120,2379
1418,2216,"OK, I hear you,",False,664600,2379
1419,1656,"I understand what you're saying,",False,666840,2379
1420,2256,but try also to understand what I'm saying,False,668520,2379
1421,2616,"because if you do not cut your emissions,",False,670800,2379
1422,2376,then our survival is on the line.,False,673440,2379
1423,4336,"And so it's a matter for you to weigh this, these moral issues.",False,675840,2379
1424,4016,It's about industry as opposed to the survival of a people.,False,680200,2379
1425,2656,"CA. You know, I ask you yesterday what made you angry,",True,684240,2379
1426,3496,"and you said, I don't get angry. But then you paused.",False,686920,2379
1427,1616,I think this made you angry.,False,690440,2379
1428,4896,AT. I'd refer you to my earlier statement at the United Nations.,True,692080,2379
1429,4936,"I was very angry, very frustrated and then depressed.",False,697000,2379
1430,1976,There was a sense of futility,False,701960,2379
1431,5456,that we are fighting a fight that we have no hope of winning.,False,703960,2379
1432,2176,I had to change my approach.,False,709440,2379
1433,2096,I had to become more reasonable,False,711640,2379
1434,3143,"because I thought people would listen to somebody who was rational,",False,713760,2379
1435,2569,"but I remain radically rational, whatever that is.",False,716927,2379
1437,3736,"CA. Now, a core part of your nation's identity is fishing.",True,721160,2379
1438,3496,I think you said pretty much everyone is involved in fishing in some way.,False,724920,2379
1439,2776,"AT. Well, we eat fish every day, every day,",True,728440,2379
1440,4536,and I think there is no doubt that our rate of consumption of fish,False,731240,2379
1441,2136,is perhaps the highest in the world.,False,735800,2379
1442,2456,"We don't have a lot of livestock,",False,737960,2379
1443,2776,so it's fish that we depend on.,False,740440,2379
1444,3136,"CA. So you're dependent on fish, both at the local level",True,743240,2379
1445,2696,and for the revenues that the country receives,False,746400,2379
1446,2576,"from the global fishing business for tuna,",False,749120,2379
1447,4896,"and yet despite that, a few years ago you took a very radical step.",False,751720,2379
1448,1376,Can you tell us about that.,False,756640,2379
1449,3336,I think something happened right here in the Phoenix Islands.,False,758040,2379
1450,5296,AT. Let me give some of the background of what fish means for us.,True,761400,2379
1451,3936,We have one of the largest tuna fisheries remaining in the world.,False,766720,2379
1452,2856,"In the Pacific, I think we own something like 60 percent",False,770680,2379
1453,1896,"of the remaining tuna fisheries,",False,773560,2379
1454,4256,"and it remains relatively healthy for some species, but not all.",False,775480,2379
1455,5120,"And Kiribati is one of the three major resource owners,",False,779760,2379
1456,1696,tuna resource owners.,False,785920,2379
1457,3576,"And at the moment, we have been getting",False,787640,2379
1458,2896,something like 80 to 90 percent of our revenue,False,791240,2379
1459,2456,"from access fees, license fees.",False,794160,2379
1460,1856,CA. Of your national revenue.,True,796640,2379
1461,1816,"AT. National revenue,",True,798520,2379
1462,2816,which drives everything that we do,False,800360,2379
1463,4016,"in governments, hospitals, schools and what have you.",False,803200,2379
1464,5216,"But we decided to close this, and it was a very difficult decision.",False,807240,2379
1465,5536,"I can assure you, politically, locally, it was not easy,",False,812480,2379
1466,3936,but I was convinced that we had to do this,False,818040,2379
1467,4576,in order to ensure that the fishery remains sustainable.,False,822000,2379
1468,2776,"There had been some indications that some of the species,",False,826600,2379
1469,4136,"in particular the bigeye, was under serious threat.",False,829400,2379
1470,3376,The yellowfin was also heavily fished.,False,833560,2379
1471,1736,Skipjack remains healthy.,False,836960,2379
1472,4776,"And so we had to do something like that, and so that was the reason I did that.",False,838720,2379
1473,3896,Another reason why I did that,False,843520,2379
1474,4696,was because I had been asking the international community,False,847440,2379
1475,4536,"that in order to deal with climate change, in order to fight climate change,",False,852160,2379
1476,3896,"there has got to be sacrifice, there has got to be commitment.",False,856720,2379
1477,5296,"So in asking the international community to make a sacrifice,",False,860640,2379
1478,2816,I thought we ourselves need to make that sacrifice.,False,865960,2379
1479,1816,And so we made the sacrifice.,False,868800,2379
1480,4943,And forgoing commercial fishing,False,870640,2379
1481,2608,in the Phoenix Islands protected area,False,875608,2379
1482,1856,would mean a loss of revenue.,False,878240,2379
1483,2477,We are still trying to assess what that loss would be,False,880120,2379
1484,5235,"because we actually closed it off at the beginning of this year,",False,882621,2379
1485,2336,and so we will see by the end of this year,False,887880,2379
1486,3496,what it means in terms of the lost revenue.,False,890240,2379
1487,2256,CA. So there's so many things playing into this.,True,893760,2379
1488,6976,"On the one hand, it may prompt healthier fisheries.",False,896040,2379
1489,2376,"I mean, how much are you able to move the price up",False,903040,2379
1490,2496,that you charge for the remaining areas.,False,905440,2379
1491,4616,"AT. The negotiations have been very difficult,",True,907960,2379
1492,3856,but we have managed to raise the cost of a vessel day.,False,912600,2379
1493,2616,"For any vessel to come in to fish for a day,",False,916480,2379
1494,3616,"we have raised the fee from , it was $6,000 and $8,000,",False,919120,2379
1495,4576,"now to $10,000, $12,000 per vessel day.",False,922760,2379
1496,3216,And so there's been that significant increase.,False,927360,2379
1497,4576,"But at the same time, what's important to note is,",False,930600,2379
1498,4336,whereas in the past these fishing boats,False,935200,2379
1499,3936,"might be fishing in a day and maybe catch 10 tons,",False,939560,2379
1500,3896,now they're catching maybe 100 tons because they've become so efficient.,False,943520,2379
1501,2336,And so we've got to respond likewise.,False,947440,2379
1502,4176,"We've got to be very, very careful because the technology has so improved.",False,949800,2379
1503,5416,There was a time when the Brazilian fleet moved from the Atlantic to the Pacific.,False,954000,2379
1504,1216,They couldn't.,False,959440,2379
1505,3216,"They started experimenting if they could, per se.",False,960680,2379
1506,3680,"But now they've got ways of doing it, and they've become so efficient.",False,963920,2379
1507,3198,CA. Can you give us a sense of what it's like in those negotiations.,True,969000,2379
1508,1697,Because you're up against companies,False,972223,2379
1509,3592,"that have hundreds of millions of dollars at stake, essentially.",False,973944,2379
1510,3336,How do you hold the line.,False,977560,2379
1511,2056,Is there any advice you can give,False,980920,2379
1512,3056,to other leaders who are dealing with the same companies,False,983000,2379
1513,4296,"about how to get the most for your country,",False,986080,2379
1514,4016,get the most for the fish.,False,990400,2379
1515,1536,What advice would you give.,False,994440,2379
1516,6256,"AT. Well, I think we focus too often on licensing",True,996000,2379
1517,1667,"in order to get the rate of return,",False,1002280,2379
1518,2805,because what we are getting from license fees,False,1003971,2379
1519,2616,is about 10 percent of the landed value of the catch,False,1006800,2379
1520,3136,"on the side of the wharf, not in the retail shops.",False,1009440,2379
1521,3976,And we only get about 10 percent.,False,1012600,2379
1522,2616,What we have been trying to do over the years,False,1016600,2379
1523,3856,"is actually to increase our participation in the industry,",False,1019240,2379
1524,2616,"in the harvesting, in the processing,",False,1023120,2379
1525,1857,"and eventually, hopefully, the marketing.",False,1025760,2379
1526,3694,"They're not easy to penetrate,",False,1027642,2379
1527,2297,"but we are working towards that,",False,1031359,2379
1528,2616,"and yes, the answer would be to enhance.",False,1033680,2379
1529,4217,"In order to increase our rate of return, we have to become more involved.",False,1036319,2379
1530,3176,"And so we've started doing that,",False,1040560,2379
1531,4256,and we have to restructure the industry.,False,1043760,2379
1532,3376,We've got to tell these people that the world has changed.,False,1048040,2379
1533,2416,Now we want to produce the fish ourselves.,False,1051440,2379
1534,2096,"CA. And meanwhile, for your local fishermen,",True,1053880,2379
1535,3096,"they are still able to fish,",False,1056000,2379
1536,2456,but what is business like for them.,False,1059120,2379
1537,2336,Is it getting harder. Are the waters depleted.,False,1061600,2379
1538,3456,Or is that being run on a sustainable basis.,False,1063960,2379
1539,1456,"AT. For the artisanal fishery,",True,1067440,2379
1540,3256,we do not participate in the commercial fishing activity,False,1068920,2379
1541,3016,except only to supply the domestic market.,False,1072200,2379
1542,3296,"The tuna fishery is really entirely for the foreign market,",False,1075240,2379
1543,6216,"mostly here in the US, Europe, Japan.",False,1078560,2379
1544,4536,"So I am a fisherman, very much,",False,1084800,2379
1545,3176,and I used to be able to catch yellowfin.,False,1089360,2379
1546,2776,"Now it's very, very rare to be able to catch yellowfin",False,1092560,2379
1547,3376,because they are being lifted out of the water by the hundreds of tons,False,1095360,2379
1548,1880,by these purse seiners.,False,1098760,2379
1549,4936,CA. So here's a couple of beautiful girls from your country.,True,1102360,2379
1550,3216,"I mean, as you think about their future,",False,1107320,2379
1551,2656,what message would you have for them,False,1110560,2379
1552,3016,and what message would you have for the world.,False,1113240,2379
1553,3429,"AT. Well, I've been telling the world that we really have to do something",True,1116280,2379
1554,1843,about what is happening to the climate,False,1119733,2379
1555,2776,"because for us, it's about the future of these children.",False,1121600,2379
1556,1936,"I have 12 grandchildren, at least.",False,1124400,2379
1557,2016,"I think I have 12, my wife knows.",False,1126360,2379
1559,3016,And I think I have eight children.,True,1130640,2379
1560,1256,It's about their future.,False,1133680,2379
1561,3736,"Every day I see my grandchildren, about the same age as these young girls,",False,1134960,2379
1562,2416,"and I do wonder,",False,1138720,2379
1563,2216,"and I get angry sometimes, yes I do.",False,1141160,2379
1564,2056,I wonder what is to become of them.,False,1143400,2379
1565,3136,And so it's about them,False,1145480,2379
1566,2256,"that we should be telling everybody,",False,1148640,2379
1567,2256,"that it's not about their own national interest,",False,1150920,2379
1568,3656,"because climate change, regrettably, unfortunately,",False,1153200,2379
1569,4096,is viewed by many countries as a national problem. It's not.,False,1156880,2379
1570,3000,"And this is the argument we got into recently with our partners,",False,1161000,2379
1571,1696,"the Australians and New Zealanders,",False,1164024,2379
1572,3312,"because they said, We can't cut any more.",False,1165744,2379
1573,3616,"This is what one of the leaders, the Australian leader, said,",False,1169080,2379
1574,4256,"that we've done our part, we are cutting back.",False,1172720,2379
1575,3656,"I said, What about the rest. Why don't you keep it.",False,1177000,2379
1576,2696,If you could keep the rest of your emissions,False,1180680,2379
1577,2296,"within your boundaries, within your borders,",False,1183400,2379
1578,1776,we'd have no question.,False,1185720,2379
1579,1816,You can go ahead as much as you like.,False,1187520,2379
1580,2136,"But unfortunately, you're sending it our way,",False,1189360,2379
1581,2191,and it's affecting the future of our children.,False,1191520,2379
1582,5041,And so surely I think that is the heart of the problem of climate change today.,False,1193735,2379
1583,3056,"We will be meeting in Paris at the end of this year,",True,1198800,2379
1584,3936,"but until we can think of this as a global phenomenon,",False,1201880,2379
1585,3256,"because we create it, individually, as nations,",False,1205840,2379
1586,1936,"but it affects everybody else,",False,1209120,2379
1587,3616,"and yet, we refuse to do anything about it,",False,1211080,2379
