level_0,index,duration,content,startOfParagraph,startTime,ID
1006,1019,3543,بنابراين من در اينجا نمی گویم که شنوندگان,False,697357,1832
1007,1020,2232,بايد بيرون بروند و رسم و رسوم توروجانی ها را,False,700900,1832
1008,1021,1622,به كار گيرند.,False,703132,1832
1009,1022,1592,ممكن است كمی مشكل باشد,False,704754,1832
1010,1023,3334,كه این کار در آمريكا انجام شود,False,706346,1832
1011,1024,1881,ولی من می خواهم بپرسم,False,709680,1832
1012,1025,4439,از ديدن مرگ جسمی نه تنها به شكل بيولوژيكی,False,711561,1832
1013,1026,4492,بلكه به صورت بخشي از يك داستان بزرگتر انسانی چه می توانيم به دست بياوريم.,False,716000,1832
1014,1027,2531,به چه صورت خواهد بود اگر,False,720492,1832
1015,1028,3449,به فردی که از میان ما رفته است با عشق نگاه كنيم,False,723023,1832
1016,1029,3724,زيرا به صورت بسيار خصوصی بخشی از چگونگی ما است,False,726472,1832
1017,1030,2887,اگر ما بتوانيم تعريف خود را از مرگ گسترش دهيم,False,730196,1832
1018,1031,2411,به نحوی كه شامل زندگي بشود,False,733083,1832
1019,1032,3914,می توانيم مرگ را به صورت قسمتی از زندگی تجربه كنيم,False,735494,1832
1020,1033,2262,و يا شايد با مرگ,False,739408,1832
1021,1034,4463,با چيز ديگری غير از ترس روبه رو شويم,False,741670,1832
1022,1035,2943,شايد يكی از جواب ها به مشكلاتی كه,False,746133,1832
1023,1036,2853,سيستم مراقبت های درمانی آمريكا با آن روبه رو است,False,749076,1832
1024,1037,2426,به خصوص در مراقبت های ساعات پايانی عمر،,False,751929,1832
1025,1038,3030,به سادگی تغيير در زاويه ی ديد باشد,False,754355,1832
1026,1039,2017,و تغيير در زاويه ی ديد در اين مورد,False,757385,1832
1027,1040,5628,اين است كه به جنبه ی اجتماعی هر مرگ نگاه كنيم,False,759402,1832
1028,1041,3485,ممكن است به ما كمك كند تا بفهميم به نحوی كه صحبت راجع به مرگ را,False,765030,1832
1029,1042,1676,ممكن است به ما كمك كند تا بفهميم به نحوی كه صحبت راجع به مرگ را,False,768515,1832
1030,1043,3035,به چيزی كه پزشكی يا بيولوژيكی است محدود می کنیم,False,770191,1832
1031,1044,3823,بازتابی از يك فرهنگ بزرگتر است كه همه ی ما در آن شريكيم,False,773226,1832
1032,1045,5650,و آن گريز از مرگ و ترس از صحبت راجع به آن است.,False,777049,1832
1033,1046,4440,اگر می توانستيم انواع ديگری از دانسته ها درباره ی مرگ را,False,782699,1832
1034,1047,3123,گرامی بداريم و به آن ارزش بدهيم،,False,787139,1832
1035,1048,3674,شامل تعاريف ديگری از مرگ،,False,790262,1832
1036,1049,2202,این ظرفيت لازم را برای تغيير بحث هايی,False,793936,1832
1037,1050,3747,كه ما در مورد پایان زندگی می كنیم دارد,False,796138,1832
1038,1051,4093,این می تواند روش مردن ما را تغيير دهد,False,799885,1832
1039,1052,2012,ولی مهم تر از همه،,False,803978,1832
1040,1053,7102,می تواند روش زندگی کردن ما را تغيير دهد.,False,805990,1832
1118,1132,5000,بنا براین، من اعتقاد دارم که ما در عصر نقاشی های غاری میانجی های کامپیوتری هستیم.,True,0,131
1119,1133,4000,این میانگرها آنطوری که باید مفهومی نیستند یا ارتباط احساسی برقرار نمی کنند،,False,5000,131
1120,1134,2000,و من میخواهم که این رو عوض کنم.,False,9000,131
1121,1135,3000,شروع کن.,False,11000,131
1122,1136,3000,خوب. بنابراین، این حالت موجودی میانجی کامپیوتریست، درست.,False,14000,131
1123,1137,2000,خیلی بی روح و تا حدی خشکه.,False,17000,131
1124,1138,4000,و، شما میتوانید جذاب ترش بکنید و تبدیلش کنید به حالتی که مثل Mac خیلی دلچسب تر باشه.,False,19000,131
1125,1139,4000,ولی خودمونیم، این یک جورایی همون آشغال قدیمیه که ما در,False,23000,131
1126,1140,2000,میدونید، سی سال گذشته داشته ایم.,False,27000,131
1127,1142,3000,منظورم اینه که، من فکر میکنم ما تا حالا خیلی از آشغالهای روی کامپیوترهامون رو تحمل کردیم.,False,32000,131
1128,1143,5000,منظورم اینه که، این اشاره کردن و کلیک کردن است، مثل فهرستها، آیکون ها، همه مثل هم هستند.,False,35000,131
1129,1144,4000,خوب یه محیط اطلاعات که من ازش الهام میگیرم میز کار واقعی من است.,True,40000,131
1130,1145,4000,این محیط خیلی هنری تره، یه طورهایی خیلی خیلی همه چیزش بیرون ریخته,False,44000,131
1131,1146,2000,میدونید، چی معلومه، چی معلوم نیست.,False,48000,131
1132,1147,3000,و من میخواهم که به صورتی این تجربه را به روی صفحه کامپیوتر بیاورم.,False,50000,131
1133,1148,4000,به این ترتیب، من چیزی که اینجا دارم، BumpTop است.,False,53000,131
1134,1149,3000,این یه راه جدیدی برای کار کردن با کامپیوتر است.,False,57000,131
1135,1150,7000,"شما میتونید چیزهای روی صفحه رو به این طرف اون طرف هول بدید، همشون، میدونید، یک جورایی قابل ور رفتن هستن و این چیزا,",False,60000,131
1136,1151,3000,و به جای نشانه گیری و کلیک کردن، مثل این میمونه که هول میدی یا میکشی،,False,67000,131
1137,1152,4000,چیزها، همینطوری که انتظارش رو دارید، توی هم میرند. درست مثل میز واقعی من،,False,70000,131
1138,1153,3000,"من میتونم , بذارید من اینا رو بگیرم , من میتونم چیزها رو روی هم ردیف کنم،",False,74000,131
1139,1154,6000,به جای فقط این پوشه هایی که ما داریم.,False,77000,131
1140,1155,4000,و وقتی چیزها توی یه دسته هستن، من میتونم، با گذاشتنشون توی یک شبکه، مرورشون کنم,False,83000,131
1141,1156,3000,یا، مثلا، مثل یه کتاب ورقشون بزنم،,False,87000,131
1142,1157,5000,یا میتونم پهنشون کنم مثل یک دسته ورق بازی.,False,90000,131
1143,1158,5000,وقتی پهن هستند، من میتونم بکشمشون به جاهای دیگه، یا پاکشون کنم،,False,95000,131
1144,1159,5000,یا خیلی سریع یک دسته رو به ردیف کنم، میدونید، بلافاصله، درست.,False,100000,131
1145,1160,5000,و اینطوری، همه چیز نرم حرکت میکنه، نه مثل این تغیرات لرزشی که روی میانگرهای امروزی میبینید,False,105000,131
1146,1161,2000,به علاوه، من اگر بخواهم یک چیزی به یک دسته اضافه کنم، خوب، چطور باید این کارو بکنم.,True,110000,131
1147,1162,6000,من فقط میندازمش روی دسته، و این اضافه میشه به بالای دسته. به نوعی راه خوبیه.,False,112000,131
1148,1163,2000,همچنین، بعضی از چیزایی که ما میتونیم انجام بدیم,False,118000,131
1149,1164,2000,برای هر کدوم از این به نظر آیکون ها، اینه که,False,120000,131
1150,1165,3000,چطور ما میتونیم رو ایده آیکون کار کنیم، و ارتقائش بدیم.,False,122000,131
1151,1166,3000,یکی از کارهایی که من میتونم انجام بدم اینه که بزرگترش بکنم,False,125000,131
1152,1167,2000,اگر که من میخوام به نوعی رویش تاکید کنم و اهمیتش رو بالا ببرم.,False,128000,131
1153,1168,4000,ولی چیزی که خیلی جالبه اینه که چون یک چیزی مثل نمایش فیزیکی پشت این داره اجرا میشه,True,130000,131
1154,1169,5000,این در حقیقت سنگینتره. بنابرین چیزهای سبکترواقعا تکونی نمیخورند,False,134000,131
1155,1170,4000,ولی اگر من پرتش کنم روی چیزهای سبکتر، خوب.,False,139000,131
1156,1172,5000,این خوب بانمکه، اما همچنین یک راه زیرکانه ای برای منتقل کردن اطلاعاته، درست.,False,146000,131
1157,1173,3000,این سنگینه، بنابرین به نظرمهمتر میاد. این یه جورایی باحاله.,False,151000,131
1158,1174,3000,با اینکه رایانه ها همه جا هستند، کاغذ واقعا هنوز ناپدید نشده،,True,154000,131
1159,1175,2000,به دلیل اینکه، من فکر میکنم، خیلی ویژگیهای با ارزشی داره.,False,157000,131
1160,1176,3000,و بعضی از اونها رو میخواستیم به آیکونهای سیستممون منتقل کنیم,False,159000,131
1161,1177,4000,و بنابرین یکی از کارهایی که شما با این آیکونها میتونید بکنید، درست مثل کاغذ، اینه که چروکشون کنید، تاشون کنید،,False,162000,131
1162,1178,4000,درست مثل کاغذ. یادتون باشه، مثلا بذارینش برای بعدا.,False,166000,131
1163,1179,3000,یا اگر شما میخواهید مخرب باشد، میتونید اصلآ مچاله اش کنید،,False,170000,131
1164,1180,3000,و میدونید، پرتش کنید یک گوشه.,False,173000,131
1165,1181,3000,یا مثلا درست مثل کاغذ، توی محل کارمون,False,176000,131
1166,1182,2000,ما یادداشتمون رو پونز میزنیم به دیوار که برای بعدا یادمون بمونه,False,179000,131
1167,1183,3000,و من میتونم همین کارو اینجا بکنم،,False,181000,131
1168,1184,3000,و میدونید، شما یادداشت و چیزهای دیگه مثل اونو توی دفتر مردم میبینید.,False,184000,131
1169,1185,2000,و من میتونم ورشون دارم وقتی که میخوام باهاشون کار کنم.,False,187000,131
1170,1186,5000,اما، یکی از انتقادات این روش منظم شدن اینه که،,True,189000,131
1171,1187,4000,میدونید، خیلی خوب، میز واقعی دفتر من خیلی به هم ریخته است، من نمیخوام این نامرتبی رو بیارم روی کامپیوترم.,False,194000,131
1172,1188,3000,بنابرین، یک چیزی که ما برای اون داریم یک نوع صف بندی شبکه ایست،,False,198000,131
1173,1189,4000,"به نوعی , بنابرین شما میتونید همون کامپیوتر سنتی را داشته باشید. همه چیز به نوع شبکه ای صف بندی میشن.",False,201000,131
1174,1190,3000,خسته کننده تر، ولی شما هنوز همون تحرک و تکون خوردنها رو به نوعی دارید.,False,205000,131
1175,1191,7000,و شما هنوز میتونید باهاش بازی کنید مثل ساختن قفسه روی صفحه کامپیوتر.,False,208000,131
1176,1192,3000,بیاید حالا این قفسه رو بشکنیم. خیلی خوب، اون قفسه شکست.,True,215000,131
1177,1193,5000,من فکر میکنم از آیکون ها گذشته، من فکر میکنم زمینه خیلی جالب دیگه ای برای این نرم افزار،,False,218000,131
1178,1194,6000,"من فکر میکنم این مورد استفادش بیشتر ازآیکون ها و صفحه کامپیوتر شماست , مثلا مرور کردن عکسها.",False,223000,131
1179,1195,3000,من فکر میکنم شما میتونید روشی که ما برای دیدن عکسها استفاده میکنیم خیلی بهترش کنید,False,229000,131
1180,1196,5000,و به نوعی تبدیلش کنید به جعبه کفش نگهداری عکسهای خانوادگی شما روی میز آشپزخونه.,False,232000,131
1181,1197,3000,"من میتونم این چیزا رو بالا پایین بندازم. اینها بیشتر قابل ارتباط هستند , و بیشتر قابل لمس هستند ,",False,237000,131
1182,1198,3000,و میدونید من میتونم رو یه چیزی کلیک کنم که بهش یک نگاهی بندازم.,False,240000,131
1183,1199,2000,و من میتونم همون کارهایی رو که قبلا بهتون نشون دادم اینجا هم انجام بدم.,False,243000,131
1184,1200,3000,"بنابرین من میتونم چیزها رو روی هم بذارم، میتونم ورقشون بزنم، میتونم، میدونید ,",False,245000,131
1185,1201,6000,خیلی خوب، بیاین این عکسو بذاریم پشت بقیه، بیاین این یکی رو حذفش کنیم،,False,248000,131
1186,1202,4000,من فکر میکنم این یک راه خیلی بهتری برای تعامل با اطلاعات است.,False,254000,131
1187,1203,4000,و این BompTop است. متشکرم.,True,258000,131
1188,1204,3656,کریس اندرسون. احتمالا ما می‎تونیم کارمون رو با حرف زدن در مورد کشور شما شروع کنیم.,True,760,2379
1189,1205,3856,اون سه نقطه توی نقشه است. البته اون نقطه‌ها خیلی بزرگ هستند.,False,4440,2379
1190,1206,2656,فکر کنم هر کدوم از اونها  تقریباً هم اندازه کالیفرنیاست.,False,8320,2379
1191,1207,1856,به ما در مورد کریباتی بگویید.,False,11000,2379
1192,1208,4496,آنوته تونگ. بگذارید از اینجا شروع کنم و  بگم که من واقعاً از شما سپاسگزارم,True,12880,2379
1193,1209,4136,برای این فرصت که بتونم داستانم رو با  مردمی که واسشون مهمه به اشتراک بگذارم.,False,17400,2379
1194,1210,5576,فکر می‌کنم تا حالا داستانم رو به خیلی از مردمی گفته باشم که واسشون اهمیت چندانی نداشته.,False,21560,2379
1195,1211,3856,خب کریباتی از سه گروه جزیره تشکیل شده.,False,27160,2379
1196,1212,2816,گروه گیلبرت در غرب،,False,31040,2379
1197,1213,3336,مجمع الجزایر فینیکس در میانه،,False,33880,2379
1198,1214,4416,و مجمع الجزایر لاین در شرق.,False,37240,2379
1199,1215,3096,و راستش کریباتی احتمالاً  تنها کشوریه که,False,41680,2379
1200,1216,2341,در واقع در چهار گوشه جهان قرار  گرفته،,False,44800,2379
1201,1217,3299,به این دلیل که ما در نیمکره شمالی،  در نیمکره جنوبی،,False,47166,2379
1202,1218,3055,و همچنین در شرق و غرب خط روزگَردان  یا خط بین‌المللی زمان هستیم.,False,50490,2379
1203,1219,6326,این جزایر به طور کامل از  جزایر مرجانی تشکیل شدند،,False,53570,2379
1204,1220,4935,و به طور متوسط دو متر بالاتر از سطح دریا قرار دارند.,False,59920,2379
1205,1221,3457,و خب این چیزیه که ما داریم.,False,64879,2379
1206,1222,4816,معمولاً پهناشان بیشتر از دو کیلومتر نیست.,False,68360,2379
1207,1223,2936,و خب، بارها خیلی از مردم از من پرسیده‌اند،,False,73200,2379
1208,1224,2536,شما دارید اذیت میشید، پس چرا عقب نشینی نمی‌کنید.,False,76160,2379
1209,1225,1216,اونها متوجه نیستند.,False,78720,2379
1210,1226,3696,اونها هیچ ایده‌ای در مورد پیچیدگی  اوضاع ندارند.,False,79960,2379
1211,1227,3576,همراه با بالا آمدن سطح آب دریا اونها میگن. خب شما هم عقب نشینی کنید.,False,83680,2379
1212,1228,1576,و خب این چیزیه که من به اونا میگم.,False,87280,2379
1213,1229,4336,اگر عقب نشینی کنیم، به آن طرف اقیانوس می‌افتیم. درسته.,False,88880,2379
1214,1230,4776,ولی خب اینها مسائلی اند که مردم متوجه اون نمی‌شن.,False,93240,2379
1215,1231,4216,ک. ا. خب مشخصاً این تصویری از شکنندگی اوضاع در اونجاست.,True,98040,2379
1216,1232,2536,و چه زمانی بود که خود شما متوجه شدید,False,102280,2379
1217,1233,3616,که ممکنه کشورتون در شرف خطر قرار گرفته باشه.,False,104840,2379
1218,1234,3456,آ. ت. خب قضیه تغییر اقلیم چیزیه که از مدتها پیش در حال وقوع بوده,True,108480,2379
1219,1235,1456,به مدت چندین دهه.,False,111960,2379
1220,1236,4736,و زمانی که من در سال ۲۰۰۳ به مسئولیت رسیدم,False,113440,2379
1221,1237,4256,در مجمع عمومی سازمان ملل  شروع به صحبت در مورد تغییر اقلیم کردم،,False,118200,2379
1222,1238,2736,البته خیلی در تب و تاب نبودم،,False,122480,2379
1223,1239,3616,چون که هنوز در بین دانشمندان محل مناقشه بود که آیا,False,125240,2379
1224,1240,5256,اینها به دلیل دخالت‌های انسانیه یا نه، و آیا اصلاً واقعاً در حال وقوع هست یا نه.,False,128880,2379
1225,1241,6136,ولی من فکر می‎کنم که این بحث تقریبا در سال ۲۰۰۷,False,134160,2379
1226,1242,5576,همراه با چهارمین گزارش گردهمایی IPCC  به نتیجه رسید،,False,140320,2379
1227,1243,6856,با این رای قاطع که واقعیت داره، به دلیل دخالت های انسانی رخ داده،,False,145920,2379
1228,1244,3936,و همچنین با پیش‎بینی یک سری سناریوی خیلی وخیم,False,152800,2379
1229,1245,2536,برای کشورهایی مانند ما همراهه.,False,156760,2379
1230,1246,3256,و این زمانی بود که من خیلی جدی شدم.,False,159320,2379
1231,1247,3976,قبلاً در موردش صحبت کرده بودم.,False,162600,2379
1232,1248,1216,ما نگران بودیم.,False,166600,2379
1233,1249,3736,ولی زمانی که سناریوها و پیش بینی‎ها در سال ۲۰۰۷ از راه رسیدن،,False,167840,2379
1234,1250,2336,همه چیز برای ما تبدیل به  موضوعی بسیار جدی شد.,False,171600,2379
1235,1251,5616,ک. ا. خب من فکر می‌کنم اون پیش بینی‌ها حاکی از این بودن که تا سال ۲۱۰۰،,True,173960,2379
1236,1252,2776,سطح دریا نود سانتیمتر افزایش پیدا می‌کنه.,False,179600,2379
1237,1253,2620,خب مسلماً سناریوهایی هم هست که میگه  افزایش بالاتر از این هم می‌‎تونه باشه،,False,182400,2379
1238,1254,2136,ولی شما چی میگین به افراد شکاکی که می‎گن،,False,185044,2379
1239,1255,1172,حالا مگه نود سانتیمتر چیه.,False,187204,2379
1240,1256,2176,شما که متوسط یک متر و هشتاد سانت بالاتر از سطح دریا قرار دارید,False,188400,2379
1241,1257,1576,مشکل کجاست.,False,190600,2379
1242,1258,2056,آ. ت. خب، من فکرمی‎کنم این نکته باید درک بشه که,True,192200,2379
1243,1259,2056,افزایش ناچیز و حاشیه‎ای سطح دریا هم,False,194280,2379
1244,1260,2576,به معنی از دست دادن کلی زمین است،,False,196360,2379
1245,1261,3256,به دلیل اینکه خیلی از زمین‎ها پست هستند.,False,198960,2379
1246,1262,5096,و اصلاً این هم به کنار،  در حال حاضر با مسئله امواج متورم هم مواجه هستیم.,False,202240,2379
1247,1263,2176,پس مسئله بر سر شصت سانتیمتر نیست.,False,207360,2379
1248,1264,3016,من فکر می‎کنم چیزی که بسیاری از مردم  متوجهش نیستند،,False,209560,2379
1249,1265,6176,اینه که اونا فکر می‎کنن تغییر اقلیم چیزیه که در آینده اتفاق می افته.,False,212600,2379
1250,1266,2816,خب، ما الان درست روی لبه پیوستار هستیم.,False,218800,2379
1251,1267,1256,از همین الان دیگه با ماست.,False,221640,2379
1252,1268,3816,ما اجتماع‌هایی داریم که همین حالا هم  جا به جا شدند.,False,222920,2379
1253,1269,3936,آنها مجبور به تغییر مکان شدن، و من در تمامی جلسات مجلس،,False,226760,2379
1254,1270,2336,شکایت‎هایی از طرف اجتماعات مختلف  دریافت می‎کنم,False,230720,2379
1255,1271,3056,درخواست‎هایی برای کمک به ساخت دیواره‎های دریایی،,False,233080,2379
1256,1272,2536,و برای اینکه پیگیر بشن که در رابطه با لنزهای آب شیرین چه کاری از دست ما بر می‎آد,False,236160,2379
1257,1273,1816,چراکه لنزها در حال نابودی هستند،,False,238720,2379
1258,1274,2736,و در سفر به جزایر مختلف،,False,240560,2379
1259,1275,2696,شاهد اجتماعات مختلفی هستم که,False,243320,2379
1260,1276,3616,باید با از دست دادن محصولات غذاییشون دست و پنجه نرم کنند،,False,246040,2379
1261,1277,3576,با آلوده شدن لنزهای آبشون,False,249680,2379
1262,1278,4336,و من می‌بینم که این اجتماعات باید تقریباً ,False,253280,2379
1263,1279,2336,ظرف پنج یا ده سال آینده تغییر مکان بدهند.,False,257640,2379
1264,1280,3936,ک. ا. و بعدش، فکر می‎کنم کشور از  اولین طوفان موسمی منطقه متضرر شد،,True,260000,2379
1265,1281,3536,و این ها در ارتباطند، درسته. اینجا چه اتفاقی افتاد.,False,263960,2379
1266,1282,2696,آ. ت. خب ما روی خط استوا قرار داریم،,True,267520,2379
1267,1283,4416,و من مطمئنم خیلی از شما می‎دونید که وقتی  بر روی خط استوا قرار داشته باشید،,False,270240,2379
1268,1284,3576,تصور میشه که در آرامش هستید. ما اصولاً نباید طوفان موسمی داشته باشیم.,False,274680,2379
1269,1285,2810,ما اونها رو می‎سازیم، و بعد به جنوب  و یا شمال می‎فرستیم.,False,278280,2379
1270,1287,1856,و اصولا‌ً نباید اونها برگردند.,True,282520,2379
1271,1288,2524,ولی برای اولین بار، در اوایل امسال،,False,284400,2379
1272,1289,3668,طوفان پم وانواتو رو تخریب کرد،,False,286948,2379
1273,1290,3456,و در جریان اون، اتفاقاً درست دماغه طوفان,False,290640,2379
1274,1291,2376,دو تا از جنوبی‌ترین جزایر ما رو لمس کرد،,False,294120,2379
1275,1292,5376,زمانی که طوفان پن رسید کل منطقه تووالو زیرآب بود.,False,296520,2379
1276,1293,3696,ولی در دو جزیره منتهی الیه جنوبی،,False,301920,2379
1277,1294,3336,موجها تا نیمی از جزیره  پیش رفتند،,False,305640,2379
1278,1295,2456,و این چیزی بود که برای اولین بار اتفاق می‎افتاد.,False,309000,2379
1279,1296,1576,خب تجربه جدیدی بود.,False,311480,2379
1280,1297,5336,و من تازه از حوزه انتخابیم برگشته بودم،,False,313080,2379
1281,1298,3336,و دیدم که این درخت‎های زیبا  که برای دهه‎های متمادی اونجا بودند،,False,318440,2379
1282,1299,1976,به کلی نابود شده بودند.,False,321800,2379
1283,1300,1696,و این چیزیه که داره اتفاق می‎افته،,False,323800,2379
1284,1301,3856,ولی زمانی که ما در مورد بالا آمدن سطح دریا صحبت می‌کنیم،,False,325520,2379
1285,1302,3096,فکر می‌کنیم که پدیده‎ایه که به تدریج  اتفاق می‎افته.,False,329400,2379
1286,1303,3056,این پدیده با باد توام می‎شه،  با امواج متورم همراه می‎شه،,False,332520,2379
1287,1304,1936,و اینها قادرند تشدیدش کنند،,False,335600,2379
1288,1305,6176,ولی چیزی که ما شاهدش هستیم، تغییر الگوی آب و هوایی هست،,False,337560,2379
1289,1306,2736,که می‎شه گفت چالش اساسی‎تر ماست,False,343760,2379
1290,1307,4536,که زودتر از بالاتر آمدن سطح دریا با اون مواجه خواهیم شد.,False,346520,2379
1291,1308,3256,ک. ا. پس کشور همین الانم با آثار مخرب اون  دست به گریبانه.,True,351080,2379
1292,1309,2176,و همینطور که به سوی آینده پیش می‎روید،,False,354360,2379
1293,1310,3936,چه گزینه‌هایی به عنوان یک کشور، یک  ملت دارید.,False,356560,2379
1294,1311,2656,آ. ت. خب من این داستان رو هر سال مطرح می‎کنم.,True,360520,2379
1295,1312,1429,"فکر می‌کنم ملاقات‌های زیادی داشتم ,",False,363200,2379
1296,1313,4963,به اطراف جهان مسافرت داشتم و سعی کردم مردم این رو متوجه بشن.,False,364653,2379
1297,1314,2456,ما یک نقشه داریم، ما فکر می‎کنیم که یک  نقشه داریم.,False,369640,2379
1298,1315,3416,و یک بار هم فکر می‎کنم  داشتم در ژنو صحبت می‎کردم,False,372120,2379
1299,1316,4176,و یک شخص محترمی بود که با من مصاحبه می‎کرد,False,375560,2379
1300,1317,1736,توی برنامه‎ای شبیه به همین برنامه،,False,379760,2379
1301,1318,2336,و من گفتم، ما به دنبال جزایر شناور هستیم،,False,381520,2379
1302,1319,2216,و او فکر کرد که این خنده داره،  ولی یک نفر گفت،,False,383880,2379
1303,1320,3936,نه خنده دار نیست. این مردم به  دنبال راه حل هستند,False,386120,2379
1304,1321,3536,و خب من به دنبال جزایر شناور بوده‌ام.,False,390080,2379
1305,1322,3736,و ژاپنی‎ها هم  به ساختن جزایر شناورعلاقه‎مند هستند.,False,393640,2379
1306,1323,2936,ولی ما به عنوان یک کشور، تعهد دادیم,True,397400,2379
1307,1324,3696,که هر اتفاقی هم که بیافته، ما نهایت تلاش خودمون رو انجام می‎دهیم,False,400360,2379
1308,1325,4176,که به عنوان یک ملت بمانیم و ادامه حیات بدهیم.,False,404080,2379
1309,1326,1536,چیزی که اتفاق خواهد افتاد،,False,408280,2379
1310,1327,3416,اتفاقی مهم خواهد بود،,False,409840,2379
1311,1328,2016,خیلی، خیلی قابل توجه.,False,413280,2379
1312,1329,1776,یا روی جزیره‎های شناور زندگی خواهیم کرد،,False,415320,2379
1313,1330,3976,و یا جزیره‎هایی می‎سازیم تا اینکه خارج از  آب بمانیم,False,417120,2379
1314,1331,4736,همینطور که سطح دریا بالاتر میاد و طوفان‎ها سهمگین‎تر می‎شن.,False,421120,2379
1315,1332,2429,اما حتی برای همین نقشه هم، به دست آوردن منابع مورد نیاز,False,425880,2379
1316,1333,2843,خیلی مشکل خواهد بود.,False,428333,2379
1317,1334,3856,ک. ا. و اگر تنها راه، متوسل شدن به مهاجرت اجباری باشه.,True,431200,2379
1318,1335,2216,آ. ت. خب ما نیم نگاهی هم به اون داریم,True,435080,2379
1319,1336,2896,چون می‎خوایم در صورتی که هیچ چیز,False,437320,2379
1320,1337,1816,از سوی جامعه جهانی نصیب ما نشد،,False,440240,2379
1321,1338,1256,آماده باشیم،,False,442080,2379
1322,1339,3216,ما نمی‎خوایم درگیر چیزی شبیه چیزی که داره در اروپا اتفاق میافته، بشیم.,False,443360,2379
1323,1340,2696,خب. ما نمی‎خوایم در زمانی اندک مهاجرت شدیدی داشته باشیم.,False,446600,2379
1324,1341,3416,ما می‎خوایم قادر باشیم همین الان به مردمانمون حق انتخاب بدیم،,False,449320,2379
1325,1342,3656,به اونهایی که می‎خوان مهاجرت کنند.,False,452760,2379
1326,1343,5056,ما نمی‎خوایم اتفاقی بیفته که آنها مجبور به مهاجرت بشن,False,456440,2379
1327,1344,2296,بدون اینکه آمادگی این کار رو داشته باشند.,False,461520,2379
1328,1345,3496,مسلماً، ما فرهنگ و جامعه‎ای خیلی متفاوت  داریم،,False,463840,2379
1329,1346,2336,و زمانی که به محیطی متفاوت مهاجرت کنیم،,False,467360,2379
1330,1347,1216,به یک فرهنگ متفاوت،,False,469720,2379
1331,1348,2936,یک سازگار سازی کلی لازم خواهد بود.,False,470960,2379
1332,1349,3256,ک. ا. خب در گذشته مهاجرت های اجباری در کشور شما وجود داشته است،,True,473920,2379
1333,1350,1656,و من فکر میکنم درست همین هفته،,False,477200,2379
1334,1351,3256,دیروز و یا روز قبلش،,False,478880,2379
1335,1352,2176,شما این مردم رو دیدید.,False,482160,2379
1336,1353,2176,چه اتفاقی داره میافته. داستان چیه.,False,484360,2379
1337,1354,2416,آ. ت. درسته، و من متاسفم، فکر می‎کنم یک نفر  پرسید,True,486560,2379
1338,1355,2976,چرا ما دزدکی به دیدن اون مکان‎ها میریم.,False,489000,2379
1339,1356,3976,و من دلیل خوبی برای این دارم، چون که  ما جامعه ای از مردم کریباتی داریم,False,492000,2379
1340,1357,4096,که در منطقه ای از جزایر سالامون زندگی می‎کنند،,False,496000,2379
1341,1358,3856,ولی این‎ها افرادی هستن که در واقع  در دهه 1960 از جزیره فینیکس به اونجا,False,500120,2379
1342,1359,1456,منتقل شده‎اند.,False,504000,2379
1343,1360,4536,اونجا یک خشکسالی شدید اتفاق افتاده بود و مردم دیگه نمی‎تونستند اونجا زندگی کنند،,False,505480,2379
1344,1361,3376,و بنابراین اونا برای زندگی به اینجا در جزایر سالامون اومدن.,False,510040,2379
1345,1362,3176,و خب دیروز یک ملاقات بسیار جالب با اونها داشتم.,False,513440,2379
1346,1363,2456,اونها من رو نمی‎شناختند. چیزی در مورد من نشنیده بودند.,False,516640,2379
1347,1364,2576,البته بعدتر برخی ازاونها من رو شناختند،,False,519120,2379
1348,1365,3576,ولی من فکر می‎کنم اونها خوشحال بودند.,False,521720,2379
1349,1366,4416,بعداً اونها واقعا می‌خواستن که این فرصت رو داشته باشن که بتونن رسماً از من پذیرایی کنند.,False,525320,2379
1350,1367,3256,ولی من فکر می‌کنم چیزی که دیروز دیدم بسیار جالب بود,False,529760,2379
1351,1368,1816,چون که من اینجا مردم خودمون رو می‎بینم.,False,533040,2379
1352,1369,5816,من با زبان مادریم صحبت کردم و مسلماً اونها هم همینطور، به همین زبان جواب دادند،,False,534880,2379
1353,1370,4696,ولی لهجه اونها، اونها دارن توانایی صحبت  به زبان کریباتی سلیس رو از دست می‎دهند.,False,540720,2379
1354,1371,2496,من یک خانم رو با دندان‎های  قرمز دیدم.,False,545440,2379
1355,1372,2216,اون داشت فوفل می‎جویید،,False,547960,2379
1356,1373,2256,و این چیزی نیست که ما در کریباتی انجام  می‌دهیم.,False,550200,2379
1357,1374,2616,ما فوفل نمی‌جوییم.,False,552480,2379
1358,1375,5856,و من یک خانواده دیدم که با  مردم محلی اونجا ازدواج کرده بودند،,False,555120,2379
1359,1376,4096,و خب این چیزیه که داره اتفاق میافته.,False,561000,2379
1360,1377,3576,زمانی که شما به یک جامعه جدید می‌روید  تغییر و تحول حتمی خواهد بود.,False,565120,2379
1361,1378,4456,مقادیری از دست دادن هویت  حتمی و مسلم خواهد بود،,False,568720,2379
1362,1379,3456,و این چیزیه که ما در آینده به دنبالش هستیم,False,573200,2379
1363,1380,2256,چنانچه و هنگامی که مهاجرت کنیم.,False,576680,2379
1364,1381,3176,ک. ا. باید یک روز فوق العاده احساسی بوده باشه,True,578960,2379
